"id","created_at","text","retweet_count","favorite_count"
"1258409890931978241","2020-05-07 14:54:32","#QuédateEnCasa Emmsa informó que desde hace unos días miembros de las Fuerzas Armadas y de la Policía Nacional se e… https://t.co/ET6N6ZSfCI","0","6"
"1258408413580742656","2020-05-07 14:48:40","#QuédateEnCasa Banco de la Nación: Dan por concluida designación de Luis Arias Minaya como presidente  https://t.co/qNEh4gwu2K","8","13"
"1258408293090889728","2020-05-07 14:48:11","#QuédateEnCasa Después de que el fármaco recibiera luz verde en EE. UU. la semana pasada https://t.co/KbnD4WVyj8","9","20"
"1258401492710678529","2020-05-07 14:21:10","#QuédateEnCasa Puente Nuevo: Se registra gran congestión vehicular pese a estado de emergencia  https://t.co/CE5GnxTv12","17","32"
"1258401421868896256","2020-05-07 14:20:53","#QuédateEnCasa Conductores de los vehículos deben portar los documentos correspondientes para circular, de los cont… https://t.co/AdCYp4ryKj","2","9"
"1258401307012083712","2020-05-07 14:20:26","#QuédateEnCasa El titular del Interior supervisó un megaoperativo en ocho puntos de la ciudad donde las personas se… https://t.co/RcRVxTGi9P","3","16"
"1258401011745591297","2020-05-07 14:19:15","#QuédateEnCasa El comandante general de las FF. AA dijo que durante los últimos días se han intensificado los opera… https://t.co/Cmf1tF9Yvf","2","34"
"1258398940468305920","2020-05-07 14:11:01","#QuédateEnCasa Los ventiladores mecánicos iban a ser destinados para la atención de pacientes con coronavirus en el… https://t.co/D2f6UhLhCx","30","62"
"1258396694808612869","2020-05-07 14:02:06","#QuédateEnCasa Ministro Martos: Es necesario que se extienda la cuarentena  https://t.co/ohYaWfv8jd","52","247"
"1258369277679321089","2020-05-07 12:13:09","#QuedateEnCasa Desalojan mercado informal 'El Hueco' en Villa María del Triunfo https://t.co/0KHflxRlXW","10","47"
"1258369176319787014","2020-05-07 12:12:45","Estas son las noticias más importantes a esta hora. Más información -&gt; https://t.co/WAgcNzGC9I https://t.co/rnDTQT5BSl","1","7"
"1258251336291942402","2020-05-07 04:24:30","#QuédateEnCasa #Coronavirus Sylvia Cáceres, ministra de Trabajo y Promoción del Empleo, señaló que trabajadores con… https://t.co/orOdlXT3O0","148","361"
"1258241787908567041","2020-05-07 03:46:33","#QuédateEnCasa El epicentro fue localizado a 45 kilómetros al noreste de Moyobamba https://t.co/iShgYYN3hh","8","36"
"1258227281828425732","2020-05-07 02:48:55","#QuédateEnCasa Agentes de la Comisaría de Santa Elizabeth en San Juan de Lurigancho (SJL) capturaron a este sujeto… https://t.co/BlfJu66cb8","20","121"
"1258222567074271234","2020-05-07 02:30:11","#QuédateEnCasa #Coronavirus El Poder Judicial dictó la detención domiciliaria contra el exsecretario de Fuerza Popu… https://t.co/AHpeSE70El","6","28"
"1258220080187441159","2020-05-07 02:20:18","#QuédateEnCasa El presidente de la Sociedad Nacional de Industrias (SNI), Ricardo Márquez, dijo que conversarán con… https://t.co/FfkynvM2cN","8","20"
"1258216516488740865","2020-05-07 02:06:08","Indicaron que no son atendidas ante la emergencia por coronavirus. Desde tempranas horas forman filas en el lugar https://t.co/nOrPr9Jivk","17","48"
"1258207482259869696","2020-05-07 01:30:14","#QuédateEnCasa #Coronavirus Argentina inicia tratamiento de pacientes de COVID-19 con plasma de personas recuperada… https://t.co/Yz2YbI4wkT","17","59"
"1258205614448226304","2020-05-07 01:22:49","#AsíEsLaNuez Un salto a la fama, la hora de la verdad, decisión de la Junta de Portavoces y una frase célebre ¿Quie… https://t.co/ZKLmkHn99P","12","25"
"1258203303055437826","2020-05-07 01:13:38","[EN VIVO] Forman largas filas en la Maternidad de Lima en plena inmovilización social obligatoria… https://t.co/Zxp8Bxg7nt","22","78"
"1258200773109919745","2020-05-07 01:03:35","#NPortada Presidente de la SNI sobre protocolos del Minsa: “Son excesivos en la medida que estamos solicitando conv… https://t.co/C7GFkcno66","15","52"
"1258196577119875086","2020-05-07 00:46:54","#QuédateEnCasa Gastón Rodríguez señaló que 360 policías se encuentran hospitalizados  https://t.co/BmldK9R96G","7","21"
"1258194476251693056","2020-05-07 00:38:33","#QuédateEnCasa Lima, Callao y Lambayeque son las regiones que más casos de #Coronavirus presentan en el Perú https://t.co/dzCVCkJQgF","9","19"
"1258192375547080704","2020-05-07 00:30:13","#QuédateEnCasa Vendedores ambulantes invaden Mesa Redonda pese a las restricciones por la pandemia del #Coronavirus… https://t.co/lAz3MPHgt3","7","15"
"1258187110017904640","2020-05-07 00:09:17","LO ÚLTIMO Policía capturó a hombre que se grabó dejando secreciones nasales en el Metro de Lima ►… https://t.co/JlpEKMtvaR","149","582"
"1258186901904936961","2020-05-07 00:08:28","#QuédateEnCasa A tan sólo 1000 años luz de la Tierra y parte de un sistema de estrellas visibles sin necesidad de t… https://t.co/U2qmW3EPwn","2","8"
"1258183064146137089","2020-05-06 23:53:13","#QuédateEnCasa Fujimori afirmó que se reencontró con sus menores hijas  https://t.co/xM3DcfoIoA","0","28"
"1258179756891275269","2020-05-06 23:40:04","#QuédateEnCasa Estudio abre una posible vía de tratamiento del virus gracias a anticuerpos procedentes de las llama… https://t.co/1vqlHRevmU","12","38"
"1258177273498386432","2020-05-06 23:30:12","#QuédateEnCasa #Coronavirus Donald Trump asegura que la crisis por el COVID-19 es peor que la originada por los bom… https://t.co/GvIdPSewCi","8","22"
"1258176439981137932","2020-05-06 23:26:53","#QuédateEnCasa Países de todo el mundo realizan sus mayores esfuerzos para controlar y sanar a las personas que pad… https://t.co/9osHdIVPWR","8","20"
"1258171910225104897","2020-05-06 23:08:53","#QuédateEnCasa Neutralizó varias cepas del virus en macacos y ratones, y autores creen que debería ser probada en h… https://t.co/OxEG6xmOHX","13","30"
"1258170668786438144","2020-05-06 23:03:57","LO ÚLTIMO | Keiko Fujimori: Las dos pruebas de coronavirus dieron negativo ►https://t.co/WAgcNzYd1g #QuédateEnCasa https://t.co/wUcLERmAXV","49","298"
"1258164969419550720","2020-05-06 22:41:18","#QuédateEnCasa #Coronavirus Fernando Castañeda negó que vaya a renunciar al cargo de ministro de Justicia y Derecho… https://t.co/DCjAS5MVQV","0","11"
"1258161550088638464","2020-05-06 22:27:43","#QuédateEnCasa Y autoridades convocan a los ciudadanos que recibieron el alta médica a donar su plasma para colabor… https://t.co/hJhAr3wfzi","22","48"
"1258161445604294656","2020-05-06 22:27:18","Asimismo, para las empresas comerciales que desarrollan venta por internet  https://t.co/YsaQF8moap","9","15"
"1258147619249012737","2020-05-06 21:32:22","#QuédateEnCasa Estados Unidos, Reino Unido, Italia y España son los países más afectados  https://t.co/dEUF9YaLJN","5","16"
"1258144831915864067","2020-05-06 21:21:17","#QuédateEnCasa Según adelantó el primer ministro británico, Boris Johnson, pese a cifrarse el número de muertos por… https://t.co/FhD6espJ6D","1","8"
"1258142429150052354","2020-05-06 21:11:44","#QuédateEnCasa El proyecto recibió el financiamiento de 300 000 soles por parte del concurso organizado por Concytec https://t.co/VCOrKSpjns","41","148"
"1258135705152303104","2020-05-06 20:45:01","#QuédateEnCasa ""Hemos logrado el objetivo de detener la expansión del virus y de no saturar nuestro sistema hospita… https://t.co/08XYpv9abq","2","23"
"1258130490684575744","2020-05-06 20:24:18","#QuédateEnCasa Lima sigue siendo la región con el mayor número de infectados por COVID-19 con 35 299 https://t.co/FG57Dzjqzo","8","20"
"1258126684450164738","2020-05-06 20:09:11","#QuédateEnCasa Según el último reporte del Ministerio de Salud (Minsa) https://t.co/CZj24HFXjZ","1","12"
"1258126168848564224","2020-05-06 20:07:08","#QuédateEnCasa ""Hemos pasado por el peor ataque que hayamos tenido en nuestro país. Este es realmente el peor ataqu… https://t.co/o6TValOIUP","1","19"
"1258124680600399872","2020-05-06 20:01:13","[LO ÚLTIMO] Minsa informa que el número de infectados de COVID-19 asciende a 54 817  y el de fallecidos a 1533 -&gt;… https://t.co/9Q88d41cHU","19","47"
"1258110619263406092","2020-05-06 19:05:20","#QuédateEnCasa Hasta abril, los solicitados insumos tenían un valor de S/17 por unidad https://t.co/jbgElcZp5j","6","25"
"1258108982734053376","2020-05-06 18:58:50","#QuédateEnCasa Declaración se produce luego de que EE. UU. afirmara que hará de todo para repatriar a los estadouni… https://t.co/dy4YX0GdkH","1","12"
"1258108458127196160","2020-05-06 18:56:45","#QuédateEnCasa El microprograma Perú en tus manos brindará información sobre la convivencia en tiempos de coronavir… https://t.co/ikyHgAh0BN","0","7"
"1258104522108481536","2020-05-06 18:41:07","#QuédateEnCasa El presidente está acompañado por el ministro de Salud, Víctor Zamora https://t.co/8khuBo7HVH","4","40"
"1258101317647642630","2020-05-06 18:28:23","#QuédateEnCasa ""Debía asegurarme de tomar el control del aeropuerto para que pudiéramos hacer un traslado seguro de… https://t.co/Z1ChC8Yv0R","4","16"
"1258097857934082053","2020-05-06 18:14:38","#QuédateEnCasa Jaime Yoshiyama: PJ dictó detención domiciliaria contra el exsecretario de Fuerza Popular https://t.co/eX37cx3gnp","24","80"
"1258096549915213826","2020-05-06 18:09:26","#QuedateEnCasa  Martín Benavides: ""Los colegios tienen 7 días para informar a padres sobre sus costos"" https://t.co/Y8BluX7cCr","3","19"
"1258094023136342016","2020-05-06 17:59:24","[EN VIVO] Martín Vizcarra y el ministro de Salud, Víctor Zamora, inspeccionan ampliación de torres en Villa Panamer… https://t.co/vwe0DJisiu","12","51"
"1258093436407877633","2020-05-06 17:57:04","#QuédateEnCasa Profesor de una investigación de la Universidad de Pittsburgh sobre el coronavirus fue hallado muert… https://t.co/EzjEQjRxIa","35","52"
"1258092352423497730","2020-05-06 17:52:45","#QuédateEnCasa El titular de Educación explicó que a partir del 8 de mayo habrá un aplicativo para atender eventual… https://t.co/6embneqLc4","0","17"
"1258091126847913985","2020-05-06 17:47:53","[LO ÚLTIMO] Juez dispone detención domiciliaria para Jaime Yoshiyama ► https://t.co/xqWoeDOgrG https://t.co/Fhc0pFjqbJ","21","96"
"1258087559101636608","2020-05-06 17:33:42","#QuédateEnCasa ATU: Representantes de la Municipalidad de Lima renuncian al Consejo Directivo https://t.co/sObKJ9vKBq","4","12"
"1258085557500076032","2020-05-06 17:25:45","#QuédateEnCasa Comerciantes no respetan el distanciamiento social pese a las recomendaciones https://t.co/pIzZG27rxo","62","127"
"1258081763018051584","2020-05-06 17:10:40","#QuédateEnCasa Epicentro se situó a 345 kilómetros al oeste de Tual y a 369 kilómetros al este de Lospalos https://t.co/9fVdPEMoht","2","12"
"1258081082131517442","2020-05-06 17:07:58","#QuédateEnCasa Campaña Ayúdanos a Ayudar llegó a asentamientos humanos de El Agustino y Ate  https://t.co/biYo4Fzdhq","0","20"
"1258073526784815107","2020-05-06 16:37:57","#QuédateEnCasa Tumbes, Piura, Lambayeque y Loreto son las regiones más afectadas por el coronavirus y en donde el p… https://t.co/hvpYQvFeeI","42","127"
"1258071612726837248","2020-05-06 16:30:20","#QuédateEnCasa Mientras que EsSalud asegura que los implementos brindados cumplen con medidas de bioseguridad https://t.co/bp8nShu0uT","1","17"
"1258071434611642368","2020-05-06 16:29:38","#QuédateEnCasa Riesgo existe ""sobre todo si los países no consiguen gestionar con sumo cuidado la transición y no l… https://t.co/OfWiRvaG5W","6","20"
"1258071382438621185","2020-05-06 16:29:26","Comisión de Economía evalúa proyecto de reforma del sistema de pensiones  https://t.co/ff7zD97RWJ","1","18"
"1258066137469857792","2020-05-06 16:08:35","#QuédateEnCasa EN ESTE MOMENTO | La OMS advierte que ""el riesgo de volver al confinamiento es muy real"" ➡️… https://t.co/jPvq8LmwSE","34","88"
"1258056901524365312","2020-05-06 15:31:53","#QuédateEnCasa El titular de Justicia anunció que Rafael Castillo será el nuevo jefe del INPE https://t.co/VOJPvaJZtg","1","12"
"1258049049783132161","2020-05-06 15:00:41","#QuédateEnCasa Después de Estados Unidos, el país más afectado es Reino Unido https://t.co/z3xO4yvk9y","3","14"
"1258043251036246016","2020-05-06 14:37:39","#QuédateEnCasa Coronavirus: Elisbán Ochoa, gobernador regional de Loreto, se contagió de COVID-19  https://t.co/69QLiroKor","2","10"
"1258043171457634305","2020-05-06 14:37:20","#QuédateEnCasa Los ciudadanos que regresarán a Puerto Maldonado pasaron cuarentena en Huampaní y se les tomó una pr… https://t.co/efVQV60R0A","0","11"
"1258033118990217217","2020-05-06 13:57:23","Pacientes del INEN afectados por suspensión de servicios debido al estado de emergencia  https://t.co/rWrx7EDhqF","12","14"
"1258029165238005760","2020-05-06 13:41:40","#QuédateEnCasa El titular de Transporte anunció que la medida se podría aplicar desde este lunes 11 con un protocol… https://t.co/0dZ6LY7scv","3","25"
"1258017766474493954","2020-05-06 12:56:23","#QuédateEnCasa Gerson Villar dejó el cargo ante cuestionamientos y motines en cárceles debido a la crisis generada… https://t.co/PTmMHodhWq","5","43"
"1258017033196896256","2020-05-06 12:53:28","Comisión de Economía del Congreso evaluará hoy reforma del sistema de pensiones -&gt; https://t.co/WAgcNzGC9I https://t.co/0rlR7WdbqU","7","34"
"1258006997821202432","2020-05-06 12:13:35","Buenos días. Estas son las noticias más importantes a esta hora. Más información en -&gt; https://t.co/WAgcNzGC9I https://t.co/BE9q0qFWax","4","21"
"1257880427819421696","2020-05-06 03:50:38","#QuédateEnCasa Anselmo Lozano, gobernador de Lambayeque, mostró su malestar porque, las personas de esta zona al no… https://t.co/L3zSEZJgBU","22","89"
"1257878501191045120","2020-05-06 03:42:59","#QuédateEnCasa Así lo aseguró el ministro de Educación, Martín Benavides https://t.co/aWV5RIe0I3","6","18"
"1257862556728938504","2020-05-06 02:39:38","#QuédateEnCasa Farmacéuticas Pfizer y BioNTech son las pioneras de este primer paso para erradicar el coronavirus https://t.co/4DbXcdToGv","41","114"
"1257852629146759170","2020-05-06 02:00:11","#QuédateEnCasa Martín Vizcarra: ""Las consecuencias económicas de esta crisis podrían ser similares a las de la Guer… https://t.co/hJX7ha3sNx","15","80"
"1257852550436524033","2020-05-06 01:59:52","#QuédateEnCasa Jefa del Comando Nacional COVID-19 señaló que todas las personas deben reflexionar sobre su comporta… https://t.co/6NCZBy8KBm","33","150"
"1257843100023734272","2020-05-06 01:22:19","#AsíEsLaNuez Tormenta en el Mininter, polémica designación, decisión del Minsa y más ¿Quieren saber cómo es? Así es… https://t.co/ddpla9zdto","8","21"
"1257839680684515331","2020-05-06 01:08:44","#NPortada Ministro de Educación se pronunció sobre supervisión a colegios privados respecto a planes de educación n… https://t.co/V56faI4K1Y","4","18"
"1257837552847015937","2020-05-06 01:00:16","#QuédateEnCasa #Coronavirus El MTC anunció que más de 50 proyectos de infraestructura se reactivarán este mes en el… https://t.co/OOiu91Ha84","2","23"
"1257826561300090882","2020-05-06 00:16:36","#QuédateEnCasa En una carta agradeció al presidente Martin Vizcarra y al ministro del Interior, Gastón Rodríguez po… https://t.co/0VPZjuPkXq","17","70"
"1257823862517104644","2020-05-06 00:05:52","#QuédateEnCasa Las autoridades sanitarias informaron que las videollamadas entre familiares, contagiados con… https://t.co/mCzgBDfd0j","7","42"
"1257822955003875329","2020-05-06 00:02:16","LO ÚLTIMO | Cuestionado abogado Juan José Santivañez renunció al cargo de jefe del gabinete de asesores del Ministe… https://t.co/lNbgDecz2I","151","655"
"1257822441642041344","2020-05-06 00:00:13","#QuédateEnCasa Martín Vizcarra: ""Los colegios privados tienen que hacer una justificación de los costos de sus serv… https://t.co/gPMiAiaxmh","4","43"
"1257814768695611393","2020-05-05 23:29:44","#QuédateEnCasa Martín Vizcarra afirmó que los policías deben recibir una atención apropiada en esta emergencia por… https://t.co/r464L2D6j1","13","66"
"1257807366277513217","2020-05-05 23:00:19","#QuédateEnCasa El Instituto de Israel para Investigación Biotecnológica, dependiente del Ministerio de Defensa, des… https://t.co/whcHkplfGY","8","31"
"1257796280241315843","2020-05-05 22:16:16","#QuédateEnCasa Después de EE. UU., el país más afectado es Reino Unido con 29 427 muertos https://t.co/i87Af9uqMI","5","16"
"1257795152267051019","2020-05-05 22:11:47","#QuédateEnCasa La audiencia se realizará por videoconferencia desde las 9:00 a. m.  https://t.co/MEipwJ9egi","4","19"
"1257792244255465473","2020-05-05 22:00:14","#QuédateEnCasa El ministro de Justicia, Fernando Castañeda, resaltó que los internos reincidentes y los condenados… https://t.co/afM72odZt6","2","12"
"1257791944861900803","2020-05-05 21:59:02","#QuédateEnCasa Insectos que no se sabe cómo llegaron a EE. UU. son una seria amenaza para el ecosistema https://t.co/BoChsXc8eS","36","108"
"1257773536371859456","2020-05-05 20:45:54","#QuédateEnCasa El ministro de Salud indicó que gracias a la habilitación de camas en la Villa Panamericana la capac… https://t.co/837yX3lGBU","10","42"
"1257773104413184002","2020-05-05 20:44:11","#QuédateEnCasa Ministro del Interior respalda designación de cuestionado abogado como jefe de asesores  https://t.co/h8sxDeMwUk","5","14"
"1257771070939172873","2020-05-05 20:36:06","#QuédateEnCasa Vizcarra: Consecuencias económicas de esta crisis serían similares a las de la Guerra con Chile  https://t.co/6SJCsPRATA","12","90"
"1257767003714093056","2020-05-05 20:19:56","#QuédateEnCasa Luego de que el gobernante venezolano expusiera a dos estadounidenses detenidos por una fallida ""inv… https://t.co/z0CG6coZIo","1","13"
"1257758660178182145","2020-05-05 19:46:47","#QuédateEnCasa Se trata de una infusión a base de artemisia https://t.co/zvCC5JDtBA","3","16"
"1257756626284617730","2020-05-05 19:38:42","#QuédateEnCasa Vizcarra: Cuando salimos no engañamos a la autoridad, sino a nosotros mismos  https://t.co/jc4YlRUmRi","157","925"
"1257750438436372482","2020-05-05 19:14:07","#QuédateEnCasa El mandatario pidió a las instituciones que sean transparentes con su información https://t.co/547TBpQsEB","5","33"
"1257750300926119938","2020-05-05 19:13:34","#QuédateEnCasa De los 15 casos identificados, cuatro dieron positivo al test de la enfermedad COVID-19 y seis ya te… https://t.co/VAyK5UkEzo","4","10"
"1257749065451913218","2020-05-05 19:08:39","#QuédateEnCasa Coronavirus: Aumentó a 1444 la cifra de muertos por COVID-19 en el Perú https://t.co/5m3ATtPoOR","1","20"
"1257745440881225729","2020-05-05 18:54:15","#QuédateEnCasa El presidente Martín Vizcarra dio el número de contagios a nivel nacional https://t.co/FG57Dzjqzo https://t.co/tKYmBA1F0g","3","20"
"1257744114667454465","2020-05-05 18:48:59","#QuédateEnCasa Lima sigue siendo la región con el mayor número de infectados por COVID-19 https://t.co/FG57Dzjqzo","3","13"
"1257742557154627585","2020-05-05 18:42:48","#QuédateEnCasa OPS pidió a países de América cautela al eliminar o suavizar las medidas de prevención contra COVID-… https://t.co/2mRT1l5qri","9","23"
"1257742288945545218","2020-05-05 18:41:44","#QuédateEnCasa [EN VIVO] Vizcarra: Ya no hay normalidad es una nueva convivencia ► https://t.co/Yp74gn7xKX https://t.co/ZZIx9mYITw","47","178"
"1257740425399599108","2020-05-05 18:34:19","#QuédateEnCasa [EN VIVO] Ministro de Salud: Estamos en plena epidemia y el impacto que está teniendo en los servici… https://t.co/0YAZCeBiiH","2","27"
"1257739869306191872","2020-05-05 18:32:07","#QuédateEnCasa [EN VIVO] Ministro de Salud: El 15 de mayo debemos llegar a la meta de tener 1000 camas UCI. Solo en… https://t.co/dGNLw1aiN7","7","22"
"1257738812622622720","2020-05-05 18:27:55","#QuédateEnCasa [EN VIVO] Vizcarra sobre colegios particulares: Tienen que hacer una justificación del costo de los… https://t.co/lS5QmZ24ha","8","44"
"1257737536782376960","2020-05-05 18:22:51","#QuédateEnCasa [EN VIVO] Vizcarra anuncia proyecto de ley para que el Poder Judicial pueda evaluar casos de presos… https://t.co/kjHWdlpkBn","5","27"
"1257734882501017602","2020-05-05 18:12:18","#QuédateEnCasa [EN VIVO] Vizcarra informa que cifra de muertos por coronavirus subió a 1444. Señala que sin aplicac… https://t.co/bsux8Wy3dw","34","66"
"1257733575333556233","2020-05-05 18:07:06","#QuédateEnCasa [EN VIVO] Vizcarra confirma 51 189 casos de coronavirus en el país. 5509 hospitalizados, 709 de ello… https://t.co/ogqXliC882","21","44"
"1257732616884715520","2020-05-05 18:03:18","#QuédateEnCasa [EN VIVO] Vizcarra: Tenemos que trabajar desigualdades en regiones. Donde haya mayores efectos de la… https://t.co/VViZcipY0c","6","12"
"1257731911755186179","2020-05-05 18:00:29","#QuédateEnCasa [EN VIVO] Vizcarra señala que decisiones del Gobierno pueden ir variando en la búsqueda de mejores r… https://t.co/t7XsFgicw7","6","22"
"1257731052728180742","2020-05-05 17:57:05","#QuédateEnCasa [EN VIVO] Vizcarra califica como “valiosa” la sesión del Acuerdo Nacional. Se mantendrá grupo de tra… https://t.co/qYeAgzcvt8","3","17"
"1257729475023863810","2020-05-05 17:50:48","#QuédateEnCasa [EN VIVO] Inicia la conferencia del presidente Vizcarra sobre el estado de emergencia  ►… https://t.co/10kho1WZut","4","34"
"1257726619390750723","2020-05-05 17:39:28","#QuédateEnCasa El proyecto forma parte de una iniciativa global avalada por la OMS https://t.co/Uyk9rEHcge","0","9"
"1257724252058460168","2020-05-05 17:30:03","#QuédateEnCasa Incluyen iniciativas de infraestructura entre las que se está la ampliación del aeropuerto Jorge Chá… https://t.co/QOEwsV3onD","11","24"
"1257722967901057027","2020-05-05 17:24:57","#QuédateEnCasa MML: Minsa aún no entrega pruebas rápidas para comerciantes del Gran Mercado Mayorista https://t.co/baHB1rPjPM","5","6"
"1257721109564346369","2020-05-05 17:17:34","#QuédateEnCasa Lo que contradice la versión de Donald Trump y su secretario de Estado, Mike Pompeo https://t.co/9tnPiktTjG","3","11"
"1257720066227003393","2020-05-05 17:13:25","#QuédateEnCasa Sujeto puso resistencia y dos agentes de la Policía lo redujeron https://t.co/9Z8ruQ3F7D","9","61"
"1257714283489755136","2020-05-05 16:50:27","#QuédateEnCasa Se está preparando el registro de la patente y próximamente se contactará a farmacéuticas para produ… https://t.co/AoZO4h5OG5","59","121"
"1257710303082577921","2020-05-05 16:34:38","#QuédateEnCasa El titular del Consejo de Ministros partició de una sesión del foro Acuerdo Nacional https://t.co/qujBZFrVtS","3","11"
"1257707257527222272","2020-05-05 16:22:31","#QuédateEnCasa El Reino Unido es ahora el segundo país con más muertos por coronavirus https://t.co/3iZ6DOSang","15","21"
"1257705387219976194","2020-05-05 16:15:06","#QuédateEnCasa El ministro de Justicia precisó que todos los internos que salen con un indulto se les realiza una p… https://t.co/3QbD1RppiG","9","24"
"1257705110978940929","2020-05-05 16:14:00","#QuédateEnCasa Vizcarra: Esta es una crisis de salud, social y económica sin precedentes https://t.co/hhLYUsh6Xo","15","37"
"1257704231626301447","2020-05-05 16:10:30","#QuédateEnCasa Vizcarra: Esta es una crisis de salud, social y económica sin precedentes https://t.co/kH4oF3wJQn","31","135"
"1257699729275838470","2020-05-05 15:52:37","#QuédateEnCasa ""Acá no hay garantía de luchar por vidas de pacientes, no tenemos oxígeno, están a la intemperie"", c… https://t.co/IW9VqylPTE","18","33"
"1257686904797048832","2020-05-05 15:01:39","#QuédateEnCasa Funcionario del Banco de la Nación indicó que si no cobran el día que les corresponde el bono no va… https://t.co/O7AeMsvDz0","19","63"
"1257684502492708870","2020-05-05 14:52:06","#QuédateEnCasa Responsabilizan a estibadores informales por violento ingreso al Gran Mercado Mayorista  https://t.co/6lMGgzHWaM","5","14"
"1257681807048409089","2020-05-05 14:41:24","#QuédateEnCasa El alcalde de La Victoria señaló que la medida es parte de un plan de recuperación de espacios públi… https://t.co/75pVbcdC29","3","27"
"1257681544350760962","2020-05-05 14:40:21","#QuédateEnCasa EE. UU., Italia, Reino Unido y España son los países más afectados https://t.co/QFl2YYHPR1","1","7"
"1257675378572824576","2020-05-05 14:15:51","#QuédateEnCasa [EN VIVO] Presidente Vizcarra encabeza la sesión 128 del foro del Acuerdo Nacional ►… https://t.co/syUhVNJdLX","1","33"
"1257669958915497990","2020-05-05 13:54:19","#QuédateEnCasa El titular del Interior habló sobre el cambio de comandante general y calificó de ""delicada"" situaci… https://t.co/PMkyaTbsRP","8","23"
"1257666616881483776","2020-05-05 13:41:02","#QuédateEnCasa Mininter: Abogado de investigados por presuntos actos de corrupción fue nombrado jefe de asesores -&gt;… https://t.co/CL0T8ZcjAz","33","29"
"1257664634380849153","2020-05-05 13:33:09","#QuédateEnCasa Si los padres no están conformes con lo informado pueden anular el contrato y el colegio está en la… https://t.co/m8QnK6DXJB","44","78"
"1257645201717440512","2020-05-05 12:15:56","#QuédateEnCasa Estas son las noticias más importantes a esta hora -&gt; https://t.co/WAgcNzGC9I https://t.co/vbHJWgCBMc","7","25"
"1257639425506451457","2020-05-05 11:52:59","#QuédateEnCasa Mercado Santa Anita: Comerciantes y compradores tumbaron las rejas  https://t.co/hmSqZDaxdF","61","139"
"1257546728145895424","2020-05-05 05:44:38","#QuédateEnCasa El fiscal Anticorrupción, Reynaldo Abia, investiga las irregularidades presentadas en las compras de… https://t.co/YAzBxbGDdH","23","65"
"1257513873298673665","2020-05-05 03:34:05","#QuédateEnCasa El sacerdote Luis Núñez del Prado, de 47 años, aseguró que volvió a la vida https://t.co/DPBMoNsXnR","18","183"
"1257497785202507783","2020-05-05 02:30:09","#QuédateEnCasa #Coronavirus Japón amplía el estado de emergencia por COVID-19 hasta el 31 de mayo ►… https://t.co/8QlDKqKMQg","182","531"
"1257484667801960448","2020-05-05 01:38:02","#QuédateEnCasa María Isabel León sostuvo que protocolo está lleno de requisitos y documentos para completar  https://t.co/31E62oSNVo","18","52"
"1257484100539232256","2020-05-05 01:35:47","#AsíEsLaNuez Cambios en la Policía y el Mininter, excusa risible y demora en la instalación ¿Quieren saber cómo es?… https://t.co/2fL8yG9V60","9","7"
"1257483763535265804","2020-05-05 01:34:26","#AsíEsLaNuez Cambios en la Policía y el Mininter, excusa risible y demora en la instalación ¿Quieren saber cómo es?… https://t.co/OSwhZcSQeW","11","13"
"1257483307719294976","2020-05-05 01:32:38","#QuédateEnCasa #Coronavirus Un grupo de personas se colocaron frente a la camioneta que transportaba al ministro de… https://t.co/z4ZQcyBvKa","19","43"
"1257482699444535296","2020-05-05 01:30:13","#QuédateEnCasa #Coronavirus Personal de EsSalud muestra condiciones en las que atienden casos de COVID-19 ►… https://t.co/D5hvla0Dmv","6","16"
"1257479656741142528","2020-05-05 01:18:07","#QuédateEnCasa El Ministerio de Salud confirmó 47 372 contagiados de #Coronavirus y 1 344 fallecidos, en su recient… https://t.co/cnMCBz25ds","7","15"
"1257467587652472832","2020-05-05 00:30:10","#QuédateEnCasa Francia realizará ensayo con medicamento psiquiátrico para tratar el #Coronavirus ►… https://t.co/jYwMJ9VwNX","2","21"
"1257465208911650816","2020-05-05 00:20:43","EN VIVO #NPortada Presidenta de la Confiep sobre suspensión perfecta de labores: Es mejor conservar los puestos de… https://t.co/0YXaE4c1uT","2","22"
"1257462848038604800","2020-05-05 00:11:20","EN VIVO #NPortada Presidenta de la Confiep sobre protocolos en reinicio de actividades: Hemos alcanzado algunas obs… https://t.co/OtB1dd0hn0","2","11"
"1257453925860507648","2020-05-04 23:35:52","#QuédateEnCasa EE. UU., Italia, Reino Unido y España son los países más afectados https://t.co/g2dxGSeFNr","9","21"
"1257452491249258497","2020-05-04 23:30:10","#QuédateEnCasa #Coronavirus El Mincetur anunció que entre miércoles y jueves publicará las resoluciones que estable… https://t.co/L7exjJSJeV","3","27"
"1257452035286470665","2020-05-04 23:28:22","#QuédateEnCasa Keiko Fujimori abandonó esta tarde el Penal Anexo Mujeres de Chorrillos https://t.co/Ttm8LIEXKg","34","209"
"1257450004517654528","2020-05-04 23:20:18","LO ÚLTIMO | Se registraron incidentes durante la presencia del Ministro de Salud en Iquitos ►… https://t.co/Ztrnhr0Hvq","401","737"
"1257446145724473348","2020-05-04 23:04:58","La designación de Loayza Arrieta fue aprobada este lunes mediante la resolución suprema N° 040-2020-IN https://t.co/a5tVkhdKTS","5","25"
